,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
0,0.8411188263566839,0.8635232015868626,0.8401589821828632,0.8916581180879032,0.8741737728064023,0.8828362328367715,0.8619570027442691,0.8578714321123105,0.8415214520148045
1,0.9786105921643506,0.9817725588698176,0.9936339853645793,0.993796930466767,0.993289546416548,0.992932796647549,0.9912863481114672,0.9910156750745943,0.9905762150714285
2,0.6185956952105491,0.6438097903856705,0.699108005788759,0.6554723277781666,0.6869355630399706,0.6404798341664563,0.7247253939712934,0.6903547220608036,0.6808534193872041
3,0.7503449925444885,0.7710305339458692,0.7673953883208937,0.8090846985537576,0.7762424461901446,0.7541738609138556,0.7669483849638579,0.7480107392576487,0.7535433538568471
4,0.8187396510788199,0.8167892140701545,0.8108164458105562,0.8170705042756639,0.8340207118211516,0.8412965408030366,0.8060335012722459,0.8079570357014811,0.8124175888712644
5,0.6477025182459286,0.673676188247818,0.6711214060550972,0.6417995993567414,0.7621446327676694,0.7740494931116535,0.7347011412197558,0.7309015841262541,0.7442616168016589
6,0.8089443489693835,0.8262917667212554,0.855758971323435,0.8720369646151219,0.8969086988024982,0.8799548871768119,0.88916960632361,0.8476323993838717,0.7955492302851616
7,0.8744391621029071,0.8722960679809071,0.867467350389716,0.9088150125522502,0.8990736791088361,0.9055787948005247,0.8895490286912943,0.8812848397562325,0.8984341412028755
8,0.7090538983035992,0.7347068877115023,0.7186853879897803,0.7413586106254026,0.7197846960195277,0.6666856421650474,0.6557021591750698,0.6574157387078255,0.6436915889898285
9,0.8205451498266446,0.8308825978965433,0.8329063131762018,0.8872170466955337,0.8896998245381591,0.8839354550661629,0.877679175326805,0.8582137528548893,0.8489097571414512
